# device,moes_bench,seconds,20.0,from,254,to,off,t_pub,1789594270.181,t_readback,1789594270.552,readback_level,241,sensors,BH1750 hres MTreg=31 (~54 ms)  TSL2591 id=0x50 gain=1x atime=100 ms
t_rel_pub,bh,c0,c1
-2.000,49794,18691,3667
-1.988,49804,18691,3667
-1.976,49804,18691,3667
-1.964,49804,18691,3667
-1.952,49804,18691,3667
-1.940,49804,18703,3669
-1.928,49886,18703,3669
-1.916,49886,18703,3669
-1.904,49886,18703,3669
-1.892,49886,18703,3669
-1.880,49886,18703,3669
-1.868,49756,18703,3669
-1.856,49756,18703,3669
-1.843,49756,18686,3666
-1.831,49756,18686,3666
-1.819,49715,18686,3666
-1.807,49715,18686,3666
-1.795,49715,18686,3666
-1.783,49715,18686,3666
-1.771,49715,18686,3666
-1.759,49890,18686,3666
-1.747,49890,18686,3666
-1.735,49890,18709,3671
-1.723,49890,18709,3671
-1.711,49890,18709,3671
-1.699,49814,18709,3671
-1.687,49814,18709,3671
-1.675,49814,18709,3671
-1.663,49814,18709,3671
-1.651,49767,18709,3671
-1.639,49767,18709,3671
-1.627,49767,18678,3665
-1.614,49767,18678,3665
-1.602,49767,18678,3665
-1.590,49794,18678,3665
-1.578,49794,18678,3665
-1.566,49794,18678,3665
-1.554,49794,18678,3665
-1.542,49794,18678,3665
-1.530,49784,18687,3667
-1.518,49784,18687,3667
-1.506,49784,18687,3667
-1.494,49784,18687,3667
-1.482,49688,18687,3667
-1.470,49688,18687,3667
-1.458,49688,18687,3667
-1.446,49688,18687,3667
-1.434,49688,18687,3667
-1.422,49709,18652,3658
-1.410,49709,18652,3658
-1.397,49709,18652,3658
-1.385,49709,18652,3658
-1.373,49709,18652,3658
-1.361,49794,18652,3658
-1.349,49794,18652,3658
-1.337,49794,18652,3658
-1.325,49794,18652,3658
-1.313,49758,18679,3664
-1.301,49758,18679,3664
-1.289,49758,18679,3664
-1.277,49758,18679,3664
-1.265,49758,18679,3664
-1.253,49643,18679,3664
-1.241,49643,18679,3664
-1.229,49643,18679,3664
-1.217,49643,18654,3660
-1.205,49689,18654,3660
-1.193,49689,18654,3660
-1.181,49689,18654,3660
-1.168,49689,18654,3660
-1.156,49689,18654,3660
-1.144,49729,18654,3660
-1.132,49729,18654,3660
-1.120,49729,18654,3660
-1.108,49729,18675,3663
-1.096,49729,18675,3663
-1.084,49602,18675,3663
-1.072,49602,18675,3663
-1.060,49602,18675,3663
-1.048,49602,18675,3663
-1.036,49616,18675,3663
-1.024,49616,18675,3663
-1.012,49616,18675,3663
-1.000,49616,18642,3657
-0.988,49616,18642,3657
-0.976,49786,18642,3657
-0.964,49786,18642,3657
-0.951,49786,18642,3657
-0.939,49786,18642,3657
-0.927,49786,18642,3657
-0.915,49635,18642,3657
-0.903,49635,18643,3657
-0.891,49635,18643,3657
-0.879,49635,18643,3657
-0.867,49571,18643,3657
-0.855,49571,18643,3657
-0.843,49571,18643,3657
-0.831,49571,18643,3657
-0.819,49571,18643,3657
-0.807,49655,18643,3657
-0.795,49655,18635,3656
-0.783,49655,18635,3656
-0.771,49655,18635,3656
-0.759,49655,18635,3656
-0.746,49700,18635,3656
-0.734,49700,18635,3656
-0.722,49700,18635,3656
-0.710,49700,18635,3656
-0.698,49602,18641,3657
-0.686,49602,18641,3657
-0.674,49602,18641,3657
-0.662,49602,18641,3657
-0.650,49602,18641,3657
-0.638,49592,18641,3657
-0.626,49592,18641,3657
-0.614,49592,18641,3657
-0.602,49592,18641,3657
-0.590,49592,18645,3658
-0.578,49703,18645,3658
-0.566,49703,18645,3658
-0.554,49703,18645,3658
-0.542,49703,18645,3658
-0.529,49648,18645,3658
-0.517,49648,18645,3658
-0.505,49648,18645,3658
-0.493,49648,18645,3658
-0.481,49648,18636,3656
-0.469,49581,18636,3656
-0.457,49581,18636,3656
-0.445,49581,18636,3656
-0.433,49581,18636,3656
-0.421,49630,18636,3656
-0.409,49630,18636,3656
-0.397,49630,18636,3656
-0.385,49630,18634,3656
-0.373,49630,18634,3656
-0.361,49666,18634,3656
-0.349,49666,18634,3656
-0.337,49666,18634,3656
-0.325,49666,18634,3656
-0.312,49666,18634,3656
-0.300,49602,18634,3656
-0.288,49602,18634,3656
-0.276,49602,18607,3649
-0.264,49602,18607,3649
-0.252,49602,18607,3649
-0.240,49538,18607,3649
-0.228,49538,18607,3649
-0.216,49538,18607,3649
-0.204,49538,18607,3649
-0.192,49546,18607,3649
-0.180,49546,18607,3649
-0.168,49546,18626,3653
-0.156,49546,18626,3653
-0.144,49546,18626,3653
-0.132,49627,18626,3653
-0.120,49627,18626,3653
-0.108,49627,18626,3653
-0.095,49627,18626,3653
-0.083,49548,18626,3653
-0.071,49548,18601,3648
-0.059,49548,18601,3648
-0.047,49548,18601,3648
-0.035,49548,18601,3648
-0.023,49574,18601,3648
-0.011,49574,18601,3648
0.001,49574,18601,3648
0.013,49574,18601,3648
0.025,49574,18601,3648
0.037,49579,18624,3653
0.049,49579,18624,3653
0.061,49579,18624,3653
0.073,49579,18624,3653
0.085,49453,18624,3653
0.097,49453,18624,3653
0.109,49453,18624,3653
0.122,49453,18624,3653
0.134,49453,18624,3653
