# device,moes_bench,seconds,8.0,from,254,to,off,t_pub,1789598184.133,t_readback,1789598184.526,readback_level,222,sensors,BH1750 hres MTreg=31 (~54 ms)  TSL2591 id=0x50 gain=1x atime=100 ms
t_rel_pub,bh,c0,c1
-2.000,50406,18894,3738
-1.988,50459,18894,3738
-1.976,50459,18894,3738
-1.964,50459,18894,3738
-1.952,50459,18894,3738
-1.940,50459,18894,3738
-1.928,50498,18894,3738
-1.916,50498,18894,3738
-1.904,50498,18901,3739
-1.892,50498,18901,3739
-1.880,50498,18901,3739
-1.868,50416,18901,3739
-1.856,50416,18901,3739
-1.843,50416,18901,3739
-1.831,50416,18901,3739
-1.819,50388,18901,3739
-1.807,50388,18900,3739
-1.795,50388,18900,3739
-1.783,50388,18900,3739
-1.771,50388,18900,3739
-1.759,50486,18900,3739
-1.747,50486,18900,3739
-1.735,50486,18900,3739
-1.723,50486,18900,3739
-1.711,50486,18900,3739
-1.699,50434,18899,3739
-1.687,50434,18899,3739
-1.675,50434,18899,3739
-1.663,50434,18899,3739
-1.651,50368,18899,3739
-1.639,50368,18899,3739
-1.627,50368,18899,3739
-1.614,50368,18899,3739
-1.602,50368,18899,3739
-1.590,50354,18875,3733
-1.578,50354,18875,3733
-1.566,50354,18875,3733
-1.554,50354,18875,3733
-1.542,50354,18875,3733
-1.530,50434,18875,3733
-1.518,50434,18875,3733
-1.506,50434,18875,3733
-1.494,50434,18882,3735
-1.482,50434,18882,3735
-1.470,50434,18882,3735
-1.458,50434,18882,3735
-1.446,50434,18882,3735
-1.434,50434,18882,3735
-1.422,50367,18882,3735
-1.410,50367,18882,3735
-1.397,50367,18882,3735
-1.385,50367,18879,3734
-1.373,50367,18879,3734
-1.361,50303,18879,3734
-1.349,50303,18879,3734
-1.337,50303,18879,3734
-1.325,50303,18879,3734
-1.313,50339,18879,3734
-1.301,50339,18879,3734
-1.289,50339,18879,3734
-1.277,50339,18876,3734
-1.265,50339,18876,3734
-1.253,50416,18876,3734
-1.241,50416,18876,3734
-1.229,50416,18876,3734
-1.217,50416,18876,3734
-1.205,50416,18876,3734
-1.193,50306,18876,3734
-1.180,50306,18851,3728
-1.168,50306,18851,3728
-1.156,50306,18851,3728
-1.144,50279,18851,3728
-1.132,50279,18851,3728
-1.120,50279,18851,3728
-1.108,50279,18851,3728
-1.096,50279,18851,3728
-1.084,50306,18851,3728
-1.072,50306,18857,3729
-1.060,50306,18857,3729
-1.048,50306,18857,3729
-1.036,50306,18857,3729
-1.024,50381,18857,3729
-1.012,50381,18857,3729
-1.000,50381,18857,3729
-0.988,50381,18857,3729
-0.976,50283,18856,3729
-0.963,50283,18856,3729
-0.951,50283,18856,3729
-0.939,50283,18856,3729
-0.927,50283,18856,3729
-0.915,50262,18856,3729
-0.903,50262,18856,3729
-0.891,50262,18856,3729
-0.879,50262,18856,3729
-0.867,50355,18853,3729
